Flare,,"
    The lead glass that was produced in the United States and the United Kingdom prior to the 1860s. This glass is used to make telescope lenses and prisms. Flint glass bends and disperses, or spreads out, light more than crown glass.



"
"Flat universe",,"
    The flow of fluid, particles, or energy through a given   area within a certain time. In astronomy, this term is often used to describe   the rate at which light flows. For example, the amount of light (photons) striking   a single square centimeter of a detector in one second is its flux.



"
"Flint glass",,"
    A spacecraft that travels past a celestial object. Frequently, such a spacecraft is unmanned and takes images of the object.




"
Flux,,"
    Focal length (shown in orange) is the distance between the center of a convex lens or a concave mirror and the focal point of the lens or mirror â the point where parallel rays of light meet, or converge.

        "
"Flyby spacecraft",,"
    The focal point of a lens or mirror is the point in space where parallel light rays meet after passing through the lens or bouncing off the mirror. A âperfectâ lens or mirror would send all light rays through one focal point, which would result in the clearest image.

        "
"Focal length",,"
    Describes the number of wave crests passing by a fixed point in a given time period (usually one second). Frequency is measured in Hertz (Hz).




"
"Focal point",,"
    A nuclear process that releases energy when light atomic   nuclei combine to form heavier nuclei. Fusion is the energy source for stars   like our Sun.



"
Frequency,,"
    The central hub or nucleus of a galaxy. The Milky Wayâs galactic center is about 28,000 light-years from Earth.




"
Fusion,,"
    A flattened disk of gas and young stars in a galaxy. Some galactic disks have material concentrated in spiral arms (as in a spiral galaxy) or bars (as in barred spirals).




"
"Galactic center",,"
    Spherical regions around spiral galaxies that contain dim stars and globular clusters. The radius of the halo surrounding the Milky Way extends some 50,000 light-years from the galactic center.




"
"Galactic disk",,"
    The central concentration of matter (stars, gas, dust, and perhaps a black hole) in a galaxy, typically spanning no more than a few light-years in diameter.




"
"Galactic halo",,"
    The imaginary projection of the Milky Wayâs disk on the sky. Most of the galaxyâs stars and interstellar matter reside in this disk. Objects in the galaxy are often referred to as being above, below, or in the galactic plane.




"
"Galactic nucleus",,"
    A collection of stars, gas, and dust bound together by gravity. The smallest galaxies may contain only a few hundred thousand stars, while the largest galaxies have thousands of billions of stars. The Milky Way galaxy contains our solar system. Galaxies are classified or grouped by their shape. Round or oval galaxies are elliptical galaxies and those showing a pinwheel structure are spiral galaxies. All others are called irregular because they do not resemble elliptical or spiral galaxies.



"
"Galactic plane",,"
    A collection of dozens to thousands of galaxies bound together by gravity.




"
Galaxy,,"
    The study of the birth of galaxies and how they change and develop over time.




"
"Galaxy cluster",,"
    A vast collection of galaxy clusters that may contain tens of thousands of galaxies spanning over a hundred million light-years of space. Galaxy superclusters are the largest structures in the universe.




"
"Galaxy evolution",,"
    A brief, intense, and powerful burst of gamma rays, the highest-energy, shortest-wavelength radiation in the electromagnetic spectrum. These bursts emanate from distant sources outside our galaxy and last only a few seconds. They are the brightest and most energetic explosions known.




"
"Galaxy supercluster",,"
    The part of the electromagnetic spectrum with the highest energy; also called gamma radiation. Gamma rays can cause serious damage when absorbed by living cells.




"
"Gamma-ray burst ",GRB,"
    One of Jupiterâs largest moons. Ganymede, the largest satellite in our solar system, is about 5300 kilometers (3300 miles) wide and larger than the planet Mercury.




"
"Gamma rays",,"
    A glowing cloud of gas in interstellar space. The cloud of gas may be either an emission nebula, which absorbs ultraviolet light from nearby stars and re-radiates visible light, or a reflection nebula, which reflects light off of its dust particles.




"
Ganymede,,"
    A large planet with a small, rocky core and a deep atmosphere composed mostly of hydrogen and helium. Our solar system contains four gas giants: Jupiter, Saturn, Uranus, and Neptune. This group is also known as Jovian planets.




"
"Gaseous nebula",,"
    A theory Einstein developed to explain how gravity influences space and time.




"
"Gas giant",,"
    An adjective meaning âcentered on the Earth.â Most early civilizations had a geocentric view of the universe.



"
"General theory of relativity",,"
    Also known as geostationary. An orbit in which an object circles the Earth once every 24 hours, moving at the same speed and direction as the planetâs rotation. The object remains nearly stationary above a particular point, as observed from Earth. The International Ultraviolet Explorer (IUE) and some weather satellites are examples of satellites in geosynchronous orbit.




"
Geocentric,,"
    A dying star that has used up the hydrogen fuel in its core and has begun to expand. Giant stars are generally larger than our Sun.




"
"Geosynchronous orbit",,"
    A measure of computer data storage capacity equal to approximately a billion bytes. In computer language, a byte of information represents a letter or digit. So, a billion bytes is equal to a billion letters.



"
"Giant star",,"
    A collection of hundreds of thousands of old stars held together by gravity. Globular clusters are usually spherically shaped and are often found in the halos of galaxies. Each star belonging to a cluster revolves around the clusterâs common center of mass.




"
Gigabyte,,"
    A science instrument aboard the Hubble Space Telescope that made finely detailed spectroscopic observations of ultraviolet sources. The GHRS was removed from Hubble in February 1997 and replaced with the Space Telescope Imaging Spectrograph.




"
"Globular cluster",,"
    NASAs flight control center in Greenbelt, Maryland, which receives data from orbiting observatories such as the Hubble Space Telescope (HST). HST digital data are then relayed to the Space Telescope Science Institute in Baltimore, Maryland, where they are interpreted into pictures. Goddard also conducts scientific investigations, develops and operates space systems, and works toward the advancement of space science technologies.




"
"Goddard High Resolution Spectrograph ",GHRS,"
    A theory stating that that strong and weak nuclear forces   and electromagnetic forces are varying aspects of the same fundamental force.



"
"Goddard Space Flight Center ",GSFC,"
    The process by which a large-scale structure grows as its gravity attracts smaller building blocks. Astronomers believe that all the large-scale structures (such as galaxies, galaxy clusters, and galaxy superclusters) that we see in the universe today formed through gravitational clustering.




"
"Grand Unified Theory ",GUT,"
    A value used in the calculation of the gravitational force between objects. In the equation describing the force of gravity, âGâ represents the gravitational constant and is equal to 6.672 * 10-11 Nm2/kg2.




"
"Gravitational clustering",,"
    A condition that occurs when an objectâs inward-pulling gravitational forces exceed the outward-pushing pressure forces, thus causing the object to collapse on itself. For example, when the pressure forces within an interstellar gas cloud cannot resist the gravitational forces that act to compress the cloud, then the cloud collapses upon itself to form a star.




"
"Gravitational constant ",G,"
    A massive object that magnifies or distorts the light of objects lying behind it. For example, the powerful gravitational field of a massive cluster of galaxies can bend the light rays from more distant galaxies, just as a camera lens bends light to form a picture.




"
"Gravitational instability",,"
    The reddening of light from a very massive object caused by photons escaping and traveling away from the objectâs strong gravitational field. An example of gravitational redshift is light escaping from the surface of a neutron star.




"
"Gravitational lens",,"
    An effect through which an orbiting object, such as a spacecraft or a comet, gains or loses speed by virtue of the gravitational might of a planet or other celestial object that it passes. For example, the Cassini spacecraft in its journey to Saturn used a gravity assist from Earth to increase its velocity by about 36,000 kilometers per hour (22,300 miles per hour).




"
"Gravitational redshift",,"
    The attractive force between all masses in the universe. All objects that have mass possess a gravitational force that attracts all other masses. The more massive the object, the stronger the gravitational force. The closer objects are to each other, the stronger the gravitational attraction.




"
"Gravity assist",,"
    One of the most energetic gamma-ray bursts (GRBs) ever detected, occurring at 4:47 a.m. EST, January 23, 1999. The âburstâ equaled the power of nearly 10 million billion suns. It became the first GRB to be viewed simultaneously in both gamma-ray and optical wavelengths.



"
"Gravity ","gravitational force","
    A circulating storm located in Jupiterâs upper atmosphere. The storm, which rotates around the planet in six days, is the width of two to three Earths. Galileo first observed the spot in the 17th century.




"
"GRB 990123",,"
    The result of a planetâs atmosphere trapping infrared heat, rather than allowing it to escape into space. This effect increases the planetâs surface temperature, a phenomenon known as global warming.




"
"Great Red Spot",,"
    The minimum energy state of an atom that is achieved when all of its electrons have the lowest possible energy and therefore are as close to the nucleus as possible.




"
"Greenhouse effect",,"
    A small collection of galaxies bound together by gravity. The number of galaxies in a group can range from a few to dozens. The Milky Way is a member of the Local Group, a collection of more than 30 galaxies.




"
"Ground state",,"
    A star that a telescopes guidance system locks onto to ensure that a celestial object is followed and observed as the telescope moves, owing either to the Earths rotation or the telescopes orbital trajectory. The Hubble Space Telescope uses two of its three Fine Guidance Sensors to detect and lock onto guide stars. The telescopes science operations center has more than 15 million guide stars in its database the Guide Star Catalogue.




"
"Group of galaxies",,"
    A region around a star where planets with liquid water may be present. A planet on the near edge of the habitable zone would have a surface temperature slightly lower than the boiling point of water. A planet on the distant edge of the habitable zone would have a surface temperature slightly higher than the freezing point of water.




"
"Guide star",,"
    An adjective meaning âcentered on the Sun.â



"
Gyroscope,,"
    Half of a spherical or roughly spherical body; for example, the northern and southern halves of the Earth, above and below the equator.



"
"Habitable zone",,"
    A plot showing the relationship between the brightness (luminosity) and the surface temperatures of many stars. Often the spectral class, which is based on the temperature of the star, is used as a label.




"
Heliocentric,,"
    An original science instrument aboard the Hubble Space Telescope that made very rapid photometric observations of celestial objects in near-ultraviolet to visible light. The instrument was removed in December 1993 during the First Servicing Mission.




"
Hemisphere,,"
    A galaxy in which a cosmic phenomenon, such as a supernova explosion or a gamma-ray burst, has occurred.




"
"Hertzsprung-Russell diagram",,"
    A number that expresses the rate at which the universe expands with time. Ho appears to be between 60 and 75 kilometers per second per megaparsec.




"
"High Speed Photometer ",HSP,"
    A tiny region of the northern sky near the Big Dipper toward which the Hubble Space Telescope was pointed for ten straight days in 1995. Because this observation was designed to detect very faint light from the most distant galaxies Hubble can observe, the field contains few bright celestial objects. Seemingly devoid of light, this small area provided a âkeyholeâ view of the universeâs past, reaching across space and time to see infant galaxies. By probing these remote regions of space, astronomers are gaining more information on galaxy development.




"
"Host galaxy",,"
    A tiny region of the southern sky near the Southern Cross toward which the Hubble Space Telescope was pointed for ten straight days in 1998. Because this observation was designed to detect very faint light from the most distant galaxies Hubble can observe, the field contains few bright celestial objects. Seemingly devoid of light, this small area provided a âkeyholeâ view of the universeâs past, reaching across space and time to see infant galaxies. By probing these remote regions of space, astronomers are gaining more information on galaxy development.




"
"Hubble Constant ",Ho,"
    Mathematically expresses the idea that the recessional velocities of faraway galaxies are directly proportional to their distance from us. Hubbleâs Law describes the relationship of velocity and distance by the equation V = Ho * d, where V is the objectâs recessional velocity, d is the distance to the object, and Ho is the Hubble constant. Essentially, the more distant two galaxies are from each other, the faster they are traveling away from each other. American astronomer Edwin Hubble discovered this relationship in 1929 when he observed that galaxies and clusters of galaxies were generally moving away from each other.




"
"Hubble Deep Field North ",HDF-N,"
    An orbiting telescope that collects light from celestial objects in visible, near-ultraviolet, and near-infrared wavelengths. The telescope was launched April 24, 1990 aboard the NASA Space Shuttle Discovery. The 12.5-ton (11,110-kg), tube-shaped telescope is 13.1 m (43 ft) long and 4.3 m (14 ft) wide. It orbits the Earth every 96 minutes and is mainly powered by the sunlight collected by its two solar arrays. The telescopes primary mirror is 2.4 m (8 ft) wide. The telescope is operated jointly by the National Aeronautics and Space Administration (NASA) and the European Space Agency (ESA). HST is one of the many NASA Origins Missions, which include current satellites such as the Far Ultraviolet Space Explorer (FUSE) and future space observatories such as the James Webb Space Telescope (JWST).




"
"Hubble Deep Field South ",HDF-S,"
    A device capable of intensifying light from a faint source so that it may be more easily detected.




"
"Hubbleâs law",,"
    When one body strikes another with great force. Some examples include a meteor colliding with the Moon or a comet, such as Shoemaker-Levy 9, slamming into Jupiter.




"
"Hubble Space Telescope ",HST,"
    A large depression on a moon or a planet. An impact crater is created when an asteroid, a comet, or a meteorite strikes the moon or the planet with great force.




"
"Image intensifier",,"
    A collision between two solar system bodies that releases exceptionally large amounts of energy. Some examples are the 1908 Siberian Tunguska impact by a comet or an asteroid and the asteroid that struck Earth 65 million years ago, which may have led to the extinction of the dinosaurs and other species of the Cretaceous-Tertiary era.




"
Impact,,"
    The part of the Deep Impact spacecraft that crashed into comet 9P/Tempel 1. When launched, the impactor and the flyby spacecraft were attached to each other. The spacecraft launched the impactor a day before the crash. As the impactor punched through the cometâs crust, the flyby craft recorded the event from a safe distance away.



"
"Impact crater",,"
    The theory that the universe expanded very rapidly shortly after the Big Bang.



"
"Impact event",,"
    Radiation that has longer wavelengths and lower frequencies   and energies than visible light.



"
Impactor,,"
    The part of the electromagnetic spectrum that has slightly lower energy than visible light, but is not visible to the human eye. Just as there are low-pitched sounds that cannot be heard, there is low-energy light that cannot be seen. Infrared light can be detected as the heat from warm-blooded animals.




"
Inflation,,"
    An instrument that collects the infrared radiation emitted by celestial objects. There are several Earth- and space-based infrared observatories. The Infrared Telescope Facility, an Earth-bound infrared telescope, is the U.S. national infrared observing facility at the summit of Mauna Kea, Hawaii. A planned space-based infrared observatory is the Space Infrared Telescope Facility (SIRTF).




"
Infrared,,"
    Any device that measures and/or records energy from astronomical objects. Some astronomical instruments include spectrometers, photometers, spectroheliographs, and charge-coupled devices.



"
"Infrared ",IR,"
    The amount, degree, or quantity of energy passing through a point per unit time. For example, the intensity of light that Earth receives from the Sun is far greater than that from any other star because the Sun is the closest star to us.




"
"Infrared telescope",,"
    An instrument that combines the signal from two or more   telescopes to produce a sharper image than the telescopes could achieve separately.



"
Instrument,,"
    The process used to combine the signal from two or more telescopes to produce a sharper image than each telescope could achieve separately.



"
Intensity,,"
    The longest operating (1978 â 1996) and most productive ultraviolet space observatory launched into a high geosynchronous orbit.



"
Interferometer,,"
    Dust, gas, and other debris found within the solar system.




"
Interferometry,,"
    The region of space surrounding our Sun. Asteroids, comets, Earth, and the solar wind are examples of things occupying interplanetary space.




"
"International Ultraviolet Explorer ",IUE,"
    Small particles of solid matter, similar to smoke, in the space between stars.




"
"Interplanetary matter",,"
    The sparse gas and dust located between the stars of a galaxy.




"
"Interplanetary space",,"
    The dark regions of space located between the stars.




"
"Interstellar dust",,"
    A law that describes any quantity, such as gravitational force, that decreases with the square of the distance between two objects. For example, if the distance between two objects is doubled, then the gravitational force exerted between them is one-fourth as strong. Likewise, if the distance to a star is doubled, then its apparent brightness is only one-fourth as great.




"
"Interstellar medium ",ISM,"
    Radiation that the eye cannot detect, such as gamma rays, radio waves, ultraviolet light, and X-rays.




"
"Interstellar space",,"
    The innermost of Jupiterâs four large moons. Due to Jupiterâs gravitational might, Io is geologically active; its surface is peppered with volcanoes that send sulfurous eruptions into its thin atmosphere. Io appears to have the most active volcanoes in the solar system.



"
"Inverse square law",,"
    An atom with one or more electrons removed (or added), giving the atom a positive (or negative) charge.




"
"Invisible radiation",,"
    The process by which ions are produced, typically by collisions with other atoms or electrons, or by absorption of electromagnetic radiation.




"
Io,,"
    A region of the Earthâs upper atmosphere where solar radiation ionizes the air molecules. This region affects the transmission of radio wave and extends from 50 to 400 kilometers (30 to 250 miles) above the Earthâs surface.



"
Ion,,"
    A bagel-shaped region of trapped sulfur ions around Jupiter that originates from the surface of Io, one of Jupiterâs moons. Gravitational tidal forces between Jupiter, other Galilean moons, and Io cause tidal friction in Ioâs interior, producing geysers that spew sulfur at tremendous speeds. Some of the sulfur ions leave Ioâs surface and become trapped around Jupiter.




"
Ionization,,"
    A galaxy that appears disorganized and disordered, without a distinct spiral or elliptical shape. Irregular galaxies are usually rich in interstellar matter, such as dust and gas. The Large and Small Magellanic Clouds are examples of nearby irregular galaxies.




"
Ionosphere,,"
    An atom of a given element having a particular number of neutrons in the nucleus. Isotopes of a given element differ in the numbers of neutrons within the nucleus. Adding or subtracting a neutron from the nucleus changes an atomÂs mass but does not affect its basic chemical properties.




"
"Io plasma torus",,"
    Narrow, high-energy streams of gas and other particles   generally ejected in two opposite directions from some central source. Jets   appear to originate in the vicinity of an extremely dense object, such as a   black hole, pulsar, or protostar, with a surrounding accretion disk. These jets   are thought to be perpendicular to the plane of the accretion disk.



"
"Irregular galaxy",,"
    The atmosphere surrounding the giant, massive planet Jupiter. The Jovian atmosphere is composed primarily of hydrogen (90 percent) and helium (10 percent). Other minor ingredients include water, hydrogen sulfide, methane, and ammonia.




"
Isotope,,"
    The planets Jupiter, Saturn, Uranus, and Neptune. They are called Jovian planets because of similarities in their composition and location. This group is also known as the âgiant planets,â the âgas planetsâ and, when grouped with the planet Pluto, the âouter planets.â




"
Jets,,"
    The hurricane-force, high-velocity motion of gas molecules in Jupiterâs atmosphere. The wind speed increases as one travels deeper into Jupiterâs atmosphere. The various patterns of atmospheric winds are easily identified in Jupiterâs upper cloud layer.




"
"Jovian atmosphere",,"
    The fifth planet from the Sun and the largest planet in our solar system, twice as massive as all the other planets combined. Jupiter is a gaseous planet with a very faint ring system. Four large moons and numerous smaller moons orbit the planet. Jupiter is more than five times the Earthâs distance from the Sun. It completes an orbit around the Sun in about 12 Earth years.



"
"Jovian planets",,"
    Two telescopes known as the worldâs largest optical and infrared telescopes, jointly operated by the California Institute of Technology and the University of California. The telescopes comprise the W.M. Keck Observatory and are located on the summit of Hawaiiâs dormant Mauna Kea volcano.



"
"Jovian winds",,"
    The temperature scale most commonly used in science, on which absolute zero is the lowest possible value. On this scale, water freezes at 273 K and boils at 373 K.




"
Jupiter,,"
    Three laws, derived by 17th century German astronomer Johannes Kepler, that describe planetary motion. Keplerâs first law: The orbits of planets are ellipses, with the Sun at one focus. Therefore, each planet moves in an elliptical orbit around the Sun.
     Keplerâs second law: An imaginary line connecting any planet to the Sun sweeps over equal areas in equal intervals of time.
     Keplerâs third law: The square of any planetâs orbital period is proportional to the cube of its mean distance from the Sun.
    "
"Keck Observatory",,"
    A measure of distance in the metric system equal to 1000 meters or about 0.6 of a mile.




"
"Kelvin scale",,"
    The energy that an object has by virtue of its motion.




"
"Keplerâs laws",,"
    The worldâs largest collection of telescopes, located high above the Sonora Desert in Arizona. Eight astronomical research institutions share the 22 optical and two radio telescopes at Kitt Peak. The National Optical Astronomy Observatories oversee site operations at the observatory.



"
"Kilometer ",km,"
    A carefully ground or molded piece of glass, plastic, or other transparent material that causes light to bend and either come together or spread apart to form an image.



"
"Kinetic energy",,"
    A set of two lenses, one concave and one convex, made from different types of glass. Together the lenses correct both spherical and chromatic aberrations. A single lens alone cannot correct these aberrations.




"
"Kitt Peak Observatory",,"
    A plot showing how the light output of a star (or other variable astronomical object) changes with time.




"
"Kuiper belt",,"
    The distance that a particle of light (photon) will travel in a year â about 10 trillion kilometers (6 trillion miles). It is a useful unit for measuring distances between stars.




"
Lens,,"
    The solid part of a planetâs surface, composed of the   crust and upper mantle. On Earth, it includes the continents and the sea floor.



"
"Lens doublet",,"
    A small cluster of more than 30 galaxies, including the Andromeda galaxy, the Magellanic Clouds, and the Milky Way galaxy.




"
"Light curve",,"
    A comet having an orbital period greater than 200 years and usually moving in a highly elliptical, eccentric orbit. Comets have orbits that take them great distances from the Sun. Most long-period comets pass through the inner solar system only once. Hale-Bopp is an example of a long-period comet.




"
Light-year,,"
    The amount of energy radiated into space every second   by a celestial object, such as a star. It is closely related to the absolute   brightness of a celestial object.



"
Lithosphere,,"
    A darkening of the Moon, as viewed from Earth, caused when our planet passes between the Sun and the Moon.




"
"Local group",,"
    A specific wavelength (91.2 nm) that corresponds to the energy needed to ionize a hydrogen atom (13.6 eV). Galactic space is opaque at wavelengths shorter than the Lyman limit. Subsequently, light from cosmic objects at wavelengths less than the Lyman limit is exceedingly difficult to detect.




"
"Long-period comet",,"
    Two dwarf irregular galaxies known as the Large Magellanic Cloud (LMC) and the Small Magellanic Cloud (SMC). The galaxies are in the Local Group. The closer LMC is 168,000 light-years from Earth. Both galaxies can be observed with the naked eye in the southern night sky.




"
Luminosity,,"
    A region of space in which magnetic forces may be detected or may affect the motion of an electrically charged particle. As with gravity, magnetism has a long-range effect and magnetic fields are associated with many astronomical objects.




"
"Lunar eclipse",,"
    Imaginary lines used to visualize a magnetic field. Magnetic field lines are related to the strength of the magnetic objectâs influence and point in the same direction as a compass needle would.




"
"Lyman limit",,"
    A region of space above the Earthâs (or other planetâs) atmosphere where magnetic fields influence the motions of charged particles. The magnetosphere magnetically deflects or traps charged particles from space that would otherwise bombard the planetâs surface.



"
"Magellanic Clouds",,"
    Enlargement in the size of an optical image. For telescopes, magnification is not as important as the ability to gather light, which depends on the diameter of the primary lens or mirror.



"
"Magnetic field",,"
    The process of enlarging the size of an optical image.



"
"Magnetic-field lines",,"
    The interior region of a terrestrial (rocky) planet or   other solid body that is below the crust and above the core.



"
Magnetopshere,,"
    A dark, flat, large region on the surface of the Moon. The term is also applied to the less well-defined areas on Mars. Although maria literally means âseas,â watery regions do not exist on the Moon or Mars. Marias on the Moon may be evidence of past volcanic lava flows.



"
Magnification,,"
    The fourth planet in the solar system and the last member   of the hard, rocky planets (the inner or terrestrial planets) that orbit close   to the Sun. The planet has a thin atmosphere, volcanoes, and numerous valleys.   Mars has two moons: Deimos and Phobos.



"
Magnify,,"
    NASA center overseeing the research, development, and implementation of three primary areas essential to space flight: reusable space transportation systems, generation and communication of new scientific knowledge, and management of all space lab activities. Located in Huntsville, Alabama, the center aided in the design, development, and construction of the Hubble Space Telescope.




"
Mantle,,"
    A measure of the total amount of matter contained within an object.




"
Maria,,"
    A highly efficient energy-generation process in which equal amounts of matter and antimatter collide and destroy each other, thus producing a burst of energy.




"
Mars,,"
    Equals one million parsecs (3.26 million light-years) and is the unit of distance commonly used to measure the distance between galaxies.



"
"Marshall Space Flight Center ",MSFC,"
    The closest planet to the Sun. The temperature range on Mercuryâs surface is the most extreme in the solar system, ranging from about 400C (750Â°F) during the day to about â 200Â°C (-300Â°F) at night. Mercury, which looks like Earthâs moon, has virtually no atmosphere, no moons, and no water.



"
Mass,,"
    A bright streak of light in the sky caused when a meteoroid enters the Earthâs atmosphere. The streak of light is produced from heat generated by the meteoroid traveling into the Earthâs atmosphere.



"
"Matter-antimatter annihilation",,"
    The remains of a meteoroid that plunges to the Earthâs surface. A meteorite is a stony or metallic mass of matter that did not completely vaporize when it entered the Earthâs atmosphere.



"
"Megaparsec ",MPC,"
    A small, solid object moving through space. A meteoroid produces a meteor when it enters the Earthâs atmosphere.



"
Mercury,,"
    A chemical compound consisting of five atoms: one of carbon and four of hydrogen. On Earth, methane is a colorless, odorless gas and is the principal ingredient of natural gas. In the cold vacuum of space, methane is a white solid but, when hit by sunlight, it can become a gas.



"
Meteor,,"
    A very small meteoroid with a diameter of less than a millimeter.   Micrometeoroids form the bulk of the interplanetary solid matter scattered throughout   the solar system.



"
Meteorite,,"
    An electromagnetic wave in the region between infrared and radio wavelengths. Microwave wavelengths fall between one millimeter and one meter.



"
Meteoroid,,"
    The Milky Way, a spiral galaxy, is the home of Earth. The Milky Way contains more than 100 billion stars and has a diameter of 100,000 light-years.




"
Methane,,"
    The building blocks of rocks. They are naturally occurring substances formed through geological processes, and often have a crystalline form. They can be single elements (such as gold or silver) or compounds (such as quartz, marble or turquoise).



"
Micrometeoroid,,"
    A group of several theories developed in the early to mid-20th century that explains how small particles are affected by light, how measurements change when objects move very fast, and how gravity affects space and time.




"
Microwaves,,"
    A relatively dense, cold region of interstellar matter where hydrogen gas is primarily in molecular form. Stars generally form in molecular clouds. Molecular clouds appear as dark blotches in the sky because they block all the light behind them.




"
"Milky Way galaxy",,"
    The average speed of the molecules in a gas of a given temperature.




"
Minerals,,"
    A tightly knit group of two or more atoms bound together by electromagnetic forces among the atomsâ electrons and nuclei. For example, water (H2O) is two hydrogen atoms bound with one oxygen atom. Identical molecules have identical chemical properties.




"
"Modern physics",,"
    A large body orbiting a planet. On Earthâs only moon, scientists have not detected life, water, or oxygen on this heavily cratered body. The Moon orbits our planet in about 28 days.



"
"Molecular cloud",,"
    The support structure for a telescope that bears the weight of the telescope and allows it to be pointed at a target. The mounting of todayâs research telescopes also allows astronomers to track the object as it appears to move across the sky.



"
"Molecular velocity",,"
    A skin or blanket of insulation covering the Hubble Space Telescope, which protects the observatory from temperature extremes. This insulation protects the telescope from the cold of outer space and also reflects sunlight so that the telescope does not become too warm. The MLI on Hubble is made up of many layers of aluminized Kapton, with an outer layer of aluminized Teflon.




"
Molecule,,"
    A Federal agency created on July 29, 1958 after President Dwight Eisenhower signed the National Aeronautics and Space Act of 1958. NASA coordinates space exploration efforts as well as traditional aeronautical research functions.




"
Moon,,"
    The region of the infrared spectrum that is closest to visible light. Near-infrared light has slightly longer wavelengths and slightly lower frequencies and energies than visible light.




"
Mounting,,"
    An instrument that sees objects in near-infrared wavelengths, which are slightly longer than the wavelengths of visible light. (Human eyes cannot see infrared light.) NICMOS is actually three cameras in one, each with different fields of view. Many secrets about the birth of stars, solar systems, and galaxies are revealed in infrared light, which can penetrate the interstellar gas and dust that blocks visible light. In addition, light from the most distant objects in the universe shifts into infrared wavelengths due to the universes expansion. By studying objects and phenomena in this spectral region, astronomers probe our universes past, present, and future; and learn how galaxies, stars, and planetary systems form. Astronauts installed NICMOS aboard the Hubble Space Telescope in February 1997 during the Second Servicing Mission.




"
"Multi-Layer Insulation ",MLI,"
    A cloud of gas and dust located between stars and/or surrounding stars. Nebulae are often places where stars form.



"
"National Aeronautics And Space Administration ",NASA,"
    The idea that our solar system originated in a contracting, rotating cloud of gas that flattened to form a disk as it contracted. According to this theory, the Sun formed at the center of the disk and the planets formed in concentric bands of the disk.




"
Near-infrared,,"
    The eighth planet and the most distant giant gaseous planet in our solar system. The planet is 30 times the Earthâs distance from the Sun, and each orbit takes 165 Earth years. Neptune is the fourth largest planet and has at least eight moons, the largest of which is Triton. Neptune has a ring system, just like all the giant gaseous outer planets.



"
"Near Infrared Camera And Multi-Object Spectrometer ",NICMOS,"
    A neutral, weakly interacting elementary particle having a very tiny mass. Stars like the Sun produce more than 200 trillion trillion trillion neutrinos every second. Neutrinos from the Sun interact so weakly with other matter that they pass straight through the Earth as if it werenât there.



"
Nebula,,"
    A device designed to detect neutrinos.




"
"Nebular theory",,"
    A neutral (no electric charge) elementary particle having slightly more mass than a proton and residing in the nucleus of all atoms other than hydrogen.



"
Neptune,,"
    An extremely compact ball of neutrons created from the central core of a star that collapsed under gravity during a supernova explosion. Neutron stars are extremely dense: they are only 10 kilometers or so in size, but have the mass of an average star (usually about 1.5 times more massive than our Sun). A neutron star that regularly emits pulses of radiation is known as a pulsar.




"
Neutrino,,"
    Covers that protect Hubbles damaged external blankets and help to maintain the telescopes normal operating temperatures. The covers are made of specially coated stainless steel foil, which is trimmed to fit each particular equipment bay door.




"
"Neutrino detector",,"
    A type of reflecting telescope whose eyepiece is located along the side of the telescope. When light enters the telescope, it reflects from the primary mirror to the secondary mirror. The secondary mirror reflects the light at a right angle through the side of the telescope to the eyepiece.




"
Neutron,,"
    Radiation that is not produced from heat energy â for example, radiation released when a very fast-moving charged particle (such as an electron) interacts with a magnetic force field. Because the electronâs velocity in this case is not related to the gas temperature, this process has nothing to do with heat.




"
"Neutron star",,"
    A direction determined by the projection of the Earthâs North Pole onto the celestial sphere. It corresponds to a declination of +90 degrees. The North Star, Polaris, sits roughly at the NCP.



"
"New Outer Blanket Layer ",NOBL,"
    Half of a spherical or roughly spherical body; for example, the Northern Hemisphere of Earth is the half above the equator.




"
"Newtonian reflector",,"
    A binary star system (consisting of a white dwarf and   a companion star) that rapidly brightens, then slowly fades back to normal.



"
"Non-thermal radiation",,"
    The process by which an atomic nucleus is transformed into another type of atomic nucleus. For example, by removing an alpha particle from the nucleus, the element radium is transformed into the element radon.




"
"North Celestial Pole ",NCP,"
    The portion of the entire universe that can be seen from Earth.




"
"Northern Hemisphere",,"
    In science, an observation is a fact or occurrence that is noted and recorded. The Hubble Space Telescope is a tool astronomers use to make observations of celestial objects.




"
Nova,,"
    A structure designed and equipped for making astronomical observations. Observatories are located on Earth and in space.




"
"Nuclear transformation",,"
    A vast spherical region in the outer reaches of our solar system where a trillion long-period comets (those with orbital periods greater than 200 years) reside. Comets from the Oort Cloud come from all directions, often from as far away as 50,000 astronomical units.




"
Nucleus,,"
    The degree to which light is prevented from passing through an object or a substance. Opacity is the opposite of transparency. As an objectâs opacity increases, the amount of light passing through it decreases. Glass, for example, is transparent and most clouds are opaque.




"
"Observable universe",,"
    Also known as a galactic cluster, an open cluster consists of numerous young stars that formed at the same time within a large cloud of interstellar dust and gas. Open clusters are located in the spiral arms or the disks of galaxies. The Pleiades is an example of an open cluster.




"
Observation,,"
    A geometrical model of the universe in which the overall structure of the universe extends infinitely in all directions. The rules of geometry in an open universe are like those that would apply on a saddle-shaped surface.




"
Observatory,,"
    The point at which a planet appears opposite the Sun in our sky. During the Martian opposition, for example, Mars and the Sun are on opposite sides of the Earth.




"
